现在的角度[0],现在的速度[0],现在的力矩[0],下个时刻的角度[0],下个时刻的速度[0],现在的角度[1],现在的速度[1],现在的力矩[1],下个时刻的角度[1],下个时刻的速度[1],现在的角度[2],现在的速度[2],现在的力矩[2],下个时刻的角度[2],下个时刻的速度[2],现在的角度[3],现在的速度[3],现在的力矩[3],下个时刻的角度[3],下个时刻的速度[3]
38.805,4.99843,41.4,0,0,38.8031,4.97603,41.4,0,0,38.8021,4.97476,41.4,0,0,0,0,0,0,0
38.8993,4.97675,41.5,0,0,38.9036,4.99551,41.5,0,0,38.9039,5.00069,41.5,0,0,0,0,0,0,0
39.0031,5.01056,41.6,0,0,39.0034,4.99301,41.6,0,0,39.0008,4.98506,41.6,0,0,0,0,0,0,0
39.0992,4.98465,41.7,0,0,39.1039,4.99531,41.7,0,0,39.1013,4.99992,41.7,0,0,0,0,0,0,0
39.2012,5.00632,41.8,0,0,39.2007,4.98457,41.8,0,0,39.1999,4.9939,41.8,0,0,0,0,0,0,0
39.2977,4.98929,41.9,0,0,39.3025,5.00335,41.9,0,0,39.3008,5.00258,41.9,0,0,0,0,0,0,0
39.3998,5.00937,42,0,0,39.4005,4.99049,42,0,0,39.3994,4.99521,42,0,0,0,0,0,0,0
39.4968,4.993,42.1,0,0,39.5003,4.99878,42.1,0,0,39.4971,4.99519,42.1,0,0,0,0,0,0,0
39.5977,5.00783,42.2,0,0,39.5987,4.99529,42.2,0,0,39.5988,5.00964,42.2,0,0,0,0,0,0,0
39.6981,5.00547,42.3,0,0,39.7017,5.0098,42.3,0,0,39.698,5.00003,42.3,0,0,0,0,0,0,0
39.7981,5.0033,42.4,0,0,39.8005,4.99406,42.4,0,0,39.7987,5.00544,42.4,0,0,0,0,0,0,0
39.8984,5.00434,42.5,0,0,39.8999,4.99745,42.5,0,0,39.8986,5.00201,42.5,0,0,0,0,0,0,0
39.9969,4.9993,42.6,0,0,40.0016,5.00433,42.6,0,0,39.9983,5.00162,42.6,0,0,0,0,0,0,0
40.0977,5.0076,42.7,0,0,40.0992,4.99094,42.7,0,0,40.0972,5.00055,42.7,0,0,0,0,0,0,0
40.1953,4.99791,42.8,0,0,40.2019,5.00836,42.8,0,0,40.1989,5.00934,42.8,0,0,0,0,0,0,0
40.2985,5.01683,42.9,0,0,40.2999,4.99154,42.9,0,0,40.297,4.99715,42.9,0,0,0,0,0,0,0
40.3957,4.99566,43,0,0,40.4029,5.00781,43,0,0,40.399,5.0107,43,0,0,0,0,0,0,0
40.5003,5.01932,43.1,0,0,40.5014,4.99085,43.1,0,0,40.4972,4.9974,43.1,0,0,0,0,0,0,0
40.5969,4.99106,43.2,0,0,40.6025,5.00005,43.2,0,0,40.599,5.00945,43.2,0,0,0,0,0,0,0
40.7001,5.0136,43.3,0,0,40.7002,4.98964,43.3,0,0,40.6952,4.99231,43.3,0,0,0,0,0,0,0
40.7964,4.99067,43.4,0,0,40.8022,5.00488,43.4,0,0,40.7993,5.01901,43.4,0,0,0,0,0,0,0
40.9017,5.01977,43.5,0,0,40.9016,4.99434,43.5,0,0,40.8943,4.98905,43.5,0,0,0,0,0,0,0
40.9952,4.98084,43.6,0,0,40.9998,4.99258,43.6,0,0,40.9978,5.01885,43.6,0,0,0,0,0,0,0
41.0986,5.01706,43.7,0,0,41.0996,4.99994,43.7,0,0,41.0934,4.9933,43.7,0,0,0,0,0,0,0
41.1954,4.99456,43.8,0,0,41.1989,4.99901,43.8,0,0,41.1939,5.01302,43.8,0,0,0,0,0,0,0
41.296,5.01008,43.9,0,0,41.2999,5.0048,43.9,0,0,41.2973,5.01977,43.9,0,0,0,0,0,0,0
41.398,5.01227,44,0,0,41.4,5.0004,44,0,0,41.3965,5.00292,44,0,0,0,0,0,0,0
41.4964,4.99944,44.1,0,0,41.5001,5.00007,44.1,0,0,41.4955,5.00396,44.1,0,0,0,0,0,0,0
41.5982,5.01124,44.2,0,0,41.599,4.99712,44.2,0,0,41.5931,5.00239,44.2,0,0,0,0,0,0,0
41.6936,4.99178,44.3,0,0,41.6998,5.0037,44.3,0,0,41.6996,5.02889,44.3,0,0,0,0,0,0,0
41.8,5.02755,44.4,0,0,41.7999,5.00057,44.4,0,0,41.7968,4.99381,44.4,0,0,0,0,0,0,0
41.8968,4.99186,44.5,0,0,41.902,5.00537,44.5,0,0,41.8999,5.01344,44.5,0,0,0,0,0,0,0
42.0019,5.0187,44.6,0,0,42.0011,4.99413,44.6,0,0,41.9967,4.9924,44.6,0,0,0,0,0,0,0
42.0972,4.9848,44.7,0,0,42.1036,5.00408,44.7,0,0,42.1018,5.01869,44.7,0,0,0,0,0,0,0
42.2027,5.01902,44.8,0,0,42.2023,4.99031,44.8,0,0,42.1992,4.99006,44.8,0,0,0,0,0,0,0
42.298,4.98306,44.9,0,0,42.3022,4.9954,44.9,0,0,42.2985,4.99975,44.9,0,0,0,0,0,0,0
42.398,5.00379,45,0,0,42.3995,4.98932,45,0,0,42.397,4.99899,45,0,0,0,0,0,0,0
42.4957,4.99798,45.1,0,0,42.5002,5.00281,45.1,0,0,42.4998,5.01277,45.1,0,0,0,0,0,0,0
42.5994,5.01693,45.2,0,0,42.601,5.00171,45.2,0,0,42.6007,5.00243,45.2,0,0,0,0,0,0,0
42.7001,5.00279,45.3,0,0,42.7033,5.00392,45.3,0,0,42.7029,5.00412,45.3,0,0,0,0,0,0,0
42.802,5.00474,45.4,0,0,42.803,4.99311,45.4,0,0,42.797,4.98005,45.4,0,0,0,0,0,0,0
42.8979,4.98591,45.5,0,0,42.9003,4.98779,45.5,0,0,42.905,5.02569,45.5,0,0,0,0,0,0,0
43.0044,5.02001,45.6,0,0,43.0045,5.00991,45.6,0,0,43.0044,4.98933,45.6,0,0,0,0,0,0,0
43.1057,4.99526,45.7,0,0,43.1056,4.99454,45.7,0,0,43.1058,4.99534,45.7,0,0,0,0,0,0,0
43.2042,4.98575,45.8,0,0,43.2067,4.9924,45.8,0,0,43.2054,4.98869,45.8,0,0,0,0,0,0,0
43.305,4.99449,45.9,0,0,43.3024,4.97693,45.9,0,0,43.3009,4.97868,45.9,0,0,0,0,0,0,0
43.3996,4.97742,46,0,0,43.4039,4.99921,46,0,0,43.4046,5.00753,46,0,0,0,0,0,0,0
43.5043,5.01254,46.1,0,0,43.5029,4.9904,46.1,0,0,43.5016,4.98435,46.1,0,0,0,0,0,0,0
43.5999,4.98102,46.2,0,0,43.6042,4.998,46.2,0,0,43.6043,5.00366,46.2,0,0,0,0,0,0,0
43.7041,5.01062,46.3,0,0,43.7022,4.98762,46.3,0,0,43.7011,4.98404,46.3,0,0,0,0,0,0,0
43.7995,4.98092,46.4,0,0,43.8026,4.99677,46.4,0,0,43.8035,5.00422,46.4,0,0,0,0,0,0,0
43.9019,5.00707,46.5,0,0,43.9015,4.99259,46.5,0,0,43.9007,4.98648,46.5,0,0,0,0,0,0,0
43.9988,4.98865,46.6,0,0,44.0007,4.99523,46.6,0,0,44.0003,4.99768,46.6,0,0,0,0,0,0,0
44.1012,5.00822,46.7,0,0,44.1008,4.99896,46.7,0,0,44.0988,4.99544,46.7,0,0,0,0,0,0,0
44.1994,4.99344,46.8,0,0,44.2016,5.0005,46.8,0,0,44.2036,5.01443,46.8,0,0,0,0,0,0,0
44.3024,5.00853,46.9,0,0,44.3031,5.00065,46.9,0,0,44.2989,4.98157,46.9,0,0,0,0,0,0,0
44.3993,4.98794,47,0,0,44.4002,4.98713,47,0,0,44.3989,5.0019,47,0,0,0,0,0,0,0
44.4978,4.99741,47.1,0,0,44.5013,5.00245,47.1,0,0,44.5028,5.01166,47.1,0,0,0,0,0,0,0
44.6007,5.01112,47.2,0,0,44.6006,4.99604,47.2,0,0,44.5976,4.9818,47.2,0,0,0,0,0,0,0
44.696,4.9872,47.3,0,0,44.7005,4.99876,47.3,0,0,44.701,5.01292,47.3,0,0,0,0,0,0,0
44.8003,5.01793,47.4,0,0,44.8011,5.00043,47.4,0,0,44.8,4.99581,47.4,0,0,0,0,0,0,0
44.8986,4.99503,47.5,0,0,44.9034,5.00368,47.5,0,0,44.9001,5.00009,47.5,0,0,0,0,0,0,0
45.0009,5.00834,47.6,0,0,45.0014,4.98884,47.6,0,0,45.0005,5.00103,47.6,0,0,0,0,0,0,0
45.0995,4.9951,47.7,0,0,45.103,5.00149,47.7,0,0,45.0997,4.99694,47.7,0,0,0,0,0,0,0
45.2012,5.0051,47.8,0,0,45.1996,4.98579,47.8,0,0,45.1981,4.99664,47.8,0,0,0,0,0,0,0
45.2983,4.99068,47.9,0,0,45.3031,5.0097,47.9,0,0,45.2996,5.00728,47.9,0,0,0,0,0,0,0
45.4015,5.01086,48,0,0,45.4,4.98638,48,0,0,45.3966,4.9932,48,0,0,0,0,0,0,0
45.4973,4.98673,48.1,0,0,45.5006,5.00161,48.1,0,0,45.4976,5.00884,48.1,0,0,0,0,0,0,0
45.5989,5.00899,48.2,0,0,45.5995,4.99616,48.2,0,0,45.5965,5.00183,48.2,0,0,0,0,0,0,0
45.6972,4.99789,48.3,0,0,45.699,4.99973,48.3,0,0,45.6962,5.00553,48.3,0,0,0,0,0,0,0
45.7977,5.00653,48.4,0,0,45.8001,5.00471,48.4,0,0,45.7964,5.0074,48.4,0,0,0,0,0,0,0
45.8973,5.00301,48.5,0,0,45.8993,4.99756,48.5,0,0,45.8955,5.00441,48.5,0,0,0,0,0,0,0
45.996,5.0017,48.6,0,0,45.9989,5.0004,48.6,0,0,45.9963,5.01023,48.6,0,0,0,0,0,0,0
46.0981,5.01262,48.7,0,0,46.0982,5.00011,48.7,0,0,46.0938,5.00066,48.7,0,0,0,0,0,0,0
46.1943,4.99386,48.8,0,0,46.1993,5.00624,48.8,0,0,46.1961,5.01693,48.8,0,0,0,0,0,0,0
46.2982,5.02025,48.9,0,0,46.298,4.99804,48.9,0,0,46.2948,5.00382,48.9,0,0,0,0,0,0,0
46.3959,4.99762,49,0,0,46.4012,5.01149,49,0,0,46.3977,5.01669,49,0,0,0,0,0,0,0
46.5005,5.0189,49.1,0,0,46.4991,4.99274,49.1,0,0,46.4915,4.98886,49.1,0,0,0,0,0,0,0
46.5942,4.98317,49.2,0,0,46.6005,5.00495,49.2,0,0,46.5944,5.02264,49.2,0,0,0,0,0,0,0
46.6981,5.02036,49.3,0,0,46.698,4.99285,49.3,0,0,46.6975,5.01804,49.3,0,0,0,0,0,0,0
46.7967,4.99983,49.4,0,0,46.801,5.01127,49.4,0,0,46.7961,5.00117,49.4,0,0,0,0,0,0,0
46.8975,5.00802,49.5,0,0,46.8979,4.99031,49.5,0,0,46.8972,5.01013,49.5,0,0,0,0,0,0,0
46.9969,5.00319,49.6,0,0,47.0007,5.01089,49.6,0,0,46.9961,5.0023,49.6,0,0,0,0,0,0,0
47.0983,5.00917,49.7,0,0,47.0989,4.99428,49.7,0,0,47.0982,5.01226,49.7,0,0,0,0,0,0,0
47.1987,5.00427,49.8,0,0,47.2024,5.01074,49.8,0,0,47.2001,5.00801,49.8,0,0,0,0,0,0,0
47.3002,5.0062,49.9,0,0,47.3006,4.99107,49.9,0,0,47.2996,4.99856,49.9,0,0,0,0,0,0,0
47.3994,4.99771,50,0,0,47.4008,4.99964,50,0,0,47.3992,4.99961,50,0,0,0,0,0,0,0
47.4951,4.9901,49.9,0,0,47.4921,4.97658,49.9,0,0,47.4885,4.97466,49.9,0,0,0,0,0,0,0
47.5829,4.613,49.8,0,0,47.5781,4.61428,49.8,0,0,47.5731,4.61712,49.8,0,0,0,0,0,0,0
47.6621,4.24862,49.7,0,0,47.656,4.25392,49.7,0,0,47.6476,4.25449,49.7,0,0,0,0,0,0,0
47.733,3.90039,49.6,0,0,47.7214,3.89777,49.6,0,0,47.7089,3.90278,49.6,0,0,0,0,0,0,0
47.7945,3.56459,49.5,0,0,47.7864,3.59448,49.5,0,0,47.7841,3.6429,49.5,0,0,0,0,0,0,0
47.8629,3.28695,49.4,0,0,47.8474,3.28327,49.4,0,0,47.8375,3.26841,49.4,0,0,0,0,0,0,0
47.9134,2.93447,49.3,0,0,47.8983,2.96356,49.3,0,0,47.8883,2.98181,49.3,0,0,0,0,0,0,0
47.9621,2.65487,49.2,0,0,47.9442,2.67541,49.2,0,0,47.9352,2.69624,49.2,0,0,0,0,0,0,0
48.0053,2.36948,49.1,0,0,47.9875,2.40269,49.1,0,0,47.9745,2.40871,49.1,0,0,0,0,0,0,0
48.041,2.08927,49,0,0,48.0209,2.11578,49,0,0,48.008,2.1401,49,0,0,0,0,0,0,0
48.073,1.83205,48.9,0,0,48.0489,1.85884,48.9,0,0,48.0363,1.88305,48.9,0,0,0,0,0,0,0
48.1007,1.58002,48.8,0,0,48.0773,1.6257,48.8,0,0,48.0632,1.64504,48.8,0,0,0,0,0,0,0
48.1246,1.33727,48.7,0,0,48.0986,1.37373,48.7,0,0,48.0842,1.39848,48.7,0,0,0,0,0,0,0
48.1417,1.0939,48.6,0,0,48.1143,1.13788,48.6,0,0,48.1003,1.16533,48.6,0,0,0,0,0,0,0
48.1548,0.870114,48.5,0,0,48.126,0.916515,48.5,0,0,48.1102,0.937881,48.5,0,0,0,0,0,0,0
48.1634,0.652078,48.4,0,0,48.1336,0.702493,48.4,0,0,48.1175,0.730257,48.4,0,0,0,0,0,0,0
48.1683,0.444442,48.3,0,0,48.138,0.497539,48.3,0,0,48.1202,0.523142,48.3,0,0,0,0,0,0,0
48.1698,0.244288,48.2,0,0,48.1382,0.296413,48.2,0,0,48.1201,0.327934,48.2,0,0,0,0,0,0,0
48.1679,0.0505446,48.1,0,0,48.1353,0.105739,48.1,0,0,48.1172,0.138924,48.1,0,0,0,0,0,0,0
48.169,-0.121207,48,0,0,48.1492,-0.0296265,48,0,0,48.1442,0.0361173,48,0,0,0,0,0,0,0
48.1673,-0.312997,47.9,0,0,48.1454,-0.282205,47.9,0,0,48.1392,-0.275964,47.9,0,0,0,0,0,0,0
48.167,-0.489027,47.8,0,0,48.142,-0.456825,47.8,0,0,48.1341,-0.449955,47.8,0,0,0,0,0,0,0
48.1579,-0.693353,47.7,0,0,48.1316,-0.650546,47.7,0,0,48.1243,-0.634883,47.7,0,0,0,0,0,0,0
48.1421,-0.875963,47.6,0,0,48.1113,-0.839341,47.6,0,0,48.1067,-0.819105,47.6,0,0,0,0,0,0,0
48.123,-1.03826,47.5,0,0,48.0894,-0.988896,47.5,0,0,48.0849,-0.980195,47.5,0,0,0,0,0,0,0
48.0965,-1.20454,47.4,0,0,48.0607,-1.14842,47.4,0,0,48.0526,-1.14937,47.4,0,0,0,0,0,0,0
48.067,-1.34606,47.3,0,0,48.0304,-1.28301,47.3,0,0,48.0212,-1.27064,47.3,0,0,0,0,0,0,0
48.0341,-1.48341,47.2,0,0,47.9966,-1.41866,47.2,0,0,47.9842,-1.40989,47.2,0,0,0,0,0,0,0
47.9979,-1.61442,47.1,0,0,47.96,-1.54704,47.1,0,0,47.9462,-1.52778,47.1,0,0,0,0,0,0,0
47.9613,-1.7321,47,0,0,47.9219,-1.66623,47,0,0,47.9073,-1.64335,47,0,0,0,0,0,0,0
47.9205,-1.85813,46.9,0,0,47.8822,-1.78369,46.9,0,0,47.8642,-1.76523,46.9,0,0,0,0,0,0,0
47.8798,-1.96587,46.8,0,0,47.84,-1.89987,46.8,0,0,47.8226,-1.86547,46.8,0,0,0,0,0,0,0
47.837,-2.07991,46.7,0,0,47.797,-2.00756,46.7,0,0,47.7785,-1.97841,46.7,0,0,0,0,0,0,0
47.7921,-2.18955,46.6,0,0,47.7496,-2.12259,46.6,0,0,47.7304,-2.09052,46.6,0,0,0,0,0,0,0
47.7418,-2.3036,46.5,0,0,47.7004,-2.22342,46.5,0,0,47.6825,-2.18479,46.5,0,0,0,0,0,0,0
47.6925,-2.39164,46.4,0,0,47.65,-2.31898,46.4,0,0,47.6314,-2.28833,46.4,0,0,0,0,0,0,0
47.6401,-2.49235,46.3,0,0,47.598,-2.4136,46.3,0,0,47.5793,-2.37986,46.3,0,0,0,0,0,0,0
47.5865,-2.58258,46.2,0,0,47.5451,-2.50347,46.2,0,0,47.5272,-2.46735,46.2,0,0,0,0,0,0,0
47.5313,-2.67087,46.1,0,0,47.4892,-2.59709,46.1,0,0,47.4708,-2.56555,46.1,0,0,0,0,0,0,0
47.4742,-2.75762,46,0,0,47.4324,-2.67993,46,0,0,47.4162,-2.64081,46,0,0,0,0,0,0,0
47.4186,-2.83231,45.9,0,0,47.3759,-2.75806,45.9,0,0,47.3566,-2.73632,45.9,0,0,0,0,0,0,0
47.3558,-2.93123,45.8,0,0,47.3142,-2.85063,45.8,0,0,47.2984,-2.8066,45.8,0,0,0,0,0,0,0
47.2958,-2.99214,45.7,0,0,47.2542,-2.9165,45.7,0,0,47.2349,-2.89629,45.7,0,0,0,0,0,0,0
47.2338,-3.07058,45.6,0,0,47.1919,-2.99504,45.6,0,0,47.1747,-2.95475,45.6,0,0,0,0,0,0,0
47.1714,-3.14077,45.5,0,0,47.1291,-3.0652,45.5,0,0,47.1096,-3.03947,45.5,0,0,0,0,0,0,0
47.1052,-3.21893,45.4,0,0,47.0623,-3.14327,45.4,0,0,47.0483,-3.09405,45.4,0,0,0,0,0,0,0
47.0412,-3.27513,45.3,0,0,46.9974,-3.19913,45.3,0,0,46.9817,-3.17791,45.3,0,0,0,0,0,0,0
46.9722,-3.3536,45.2,0,0,46.9292,-3.2714,45.2,0,0,46.9118,-3.24699,45.2,0,0,0,0,0,0,0
46.904,-3.40831,45.1,0,0,46.8599,-3.33228,45.1,0,0,46.8436,-3.29789,45.1,0,0,0,0,0,0,0
46.8362,-3.46525,45,0,0,46.7919,-3.38531,45,0,0,46.7754,-3.35572,45,0,0,0,0,0,0,0
46.7647,-3.53336,44.9,0,0,46.7223,-3.44761,44.9,0,0,46.7036,-3.42328,44.9,0,0,0,0,0,0,0
46.6935,-3.58467,44.8,0,0,46.6487,-3.51307,44.8,0,0,46.6336,-3.46975,44.8,0,0,0,0,0,0,0
46.6215,-3.63938,44.7,0,0,46.5772,-3.5564,44.7,0,0,46.5583,-3.53816,44.7,0,0,0,0,0,0,0
46.5457,-3.69989,44.6,0,0,46.5007,-3.62074,44.6,0,0,46.4828,-3.5838,44.6,0,0,0,0,0,0,0
46.4692,-3.74581,44.5,0,0,46.4244,-3.6631,44.5,0,0,46.4087,-3.6252,44.5,0,0,0,0,0,0,0
46.3918,-3.79127,44.4,0,0,46.3494,-3.703,44.4,0,0,46.3329,-3.67647,44.4,0,0,0,0,0,0,0
46.3179,-3.82379,44.3,0,0,46.2714,-3.75637,44.3,0,0,46.2552,-3.72545,44.3,0,0,0,0,0,0,0
46.2379,-3.88633,44.2,0,0,46.1956,-3.79123,44.2,0,0,46.1794,-3.76148,44.2,0,0,0,0,0,0,0
46.1604,-3.91673,44.1,0,0,46.1145,-3.84868,44.1,0,0,46.1014,-3.81132,44.1,0,0,0,0,0,0,0
46.0824,-3.95934,44,0,0,46.0383,-3.87064,44,0,0,46.0238,-3.85052,44,0,0,0,0,0,0,0
46.0038,-4.00086,43.9,0,0,45.9595,-3.92087,43.9,0,0,45.9427,-3.89996,43.9,0,0,0,0,0,0,0
45.9234,-4.04478,43.8,0,0,45.8781,-3.96618,43.8,0,0,45.8639,-3.92888,43.8,0,0,0,0,0,0,0
45.841,-4.08503,43.7,0,0,45.7974,-3.99815,43.7,0,0,45.7821,-3.97487,43.7,0,0,0,0,0,0,0
45.7602,-4.11348,43.6,0,0,45.7146,-4.03897,43.6,0,0,45.7012,-4.00634,43.6,0,0,0,0,0,0,0
45.6785,-4.15098,43.5,0,0,45.6332,-4.06654,43.5,0,0,45.6179,-4.0468,43.5,0,0,0,0,0,0,0
45.5937,-4.19184,43.4,0,0,45.549,-4.10771,43.4,0,0,45.5352,-4.07621,43.4,0,0,0,0,0,0,0
45.5111,-4.21415,43.3,0,0,45.4654,-4.13523,43.3,0,0,45.4526,-4.10715,43.3,0,0,0,0,0,0,0
45.426,-4.25235,43.2,0,0,45.3799,-4.16973,43.2,0,0,45.3658,-4.14962,43.2,0,0,0,0,0,0,0
45.3399,-4.28198,43.1,0,0,45.2933,-4.19888,43.1,0,0,45.2815,-4.16771,43.1,0,0,0,0,0,0,0
45.2533,-4.3087,43,0,0,45.2083,-4.21961,43,0,0,45.1949,-4.20191,43,0,0,0,0,0,0,0
45.1688,-4.32789,42.9,0,0,45.1224,-4.24913,42.9,0,0,45.1105,-4.22073,42.9,0,0,0,0,0,0,0
45.0804,-4.36621,42.8,0,0,45.0367,-4.27459,42.8,0,0,45.0234,-4.25618,42.8,0,0,0,0,0,0,0
44.9943,-4.38113,42.7,0,0,44.9483,-4.30726,42.7,0,0,44.9356,-4.2816,42.7,0,0,0,0,0,0,0
44.9061,-4.41227,42.6,0,0,44.8621,-4.32282,42.6,0,0,44.851,-4.29552,42.6,0,0,0,0,0,0,0
44.82,-4.4281,42.5,0,0,44.7736,-4.35411,42.5,0,0,44.7604,-4.33902,42.5,0,0,0,0,0,0,0
44.7278,-4.46891,42.4,0,0,44.6839,-4.37797,42.4,0,0,44.6727,-4.34876,42.4,0,0,0,0,0,0,0
44.6415,-4.46849,42.3,0,0,44.5949,-4.3949,42.3,0,0,44.5837,-4.37449,42.3,0,0,0,0,0,0,0
44.553,-4.49908,42.2,0,0,44.5079,-4.41002,42.2,0,0,44.4962,-4.39087,42.2,0,0,0,0,0,0,0
44.4649,-4.51923,42.1,0,0,44.4199,-4.43627,42.1,0,0,44.4085,-4.41427,42.1,0,0,0,0,0,0,0
44.3753,-4.54422,42,0,0,44.3304,-4.46223,42,0,0,44.3172,-4.44576,42,0,0,0,0,0,0,0
44.283,-4.57045,41.9,0,0,44.2365,-4.49217,41.9,0,0,44.2269,-4.45923,41.9,0,0,0,0,0,0,0
44.1918,-4.58143,41.8,0,0,44.1468,-4.49294,41.8,0,0,44.1369,-4.47583,41.8,0,0,0,0,0,0,0
44.1004,-4.5982,41.7,0,0,44.0554,-4.51586,41.7,0,0,44.0453,-4.49851,41.7,0,0,0,0,0,0,0
44.0078,-4.61674,41.6,0,0,43.9633,-4.53357,41.6,0,0,43.9548,-4.51098,41.6,0,0,0,0,0,0,0
43.9163,-4.62739,41.5,0,0,43.8715,-4.54697,41.5,0,0,43.8608,-4.53701,41.5,0,0,0,0,0,0,0
43.8235,-4.64656,41.4,0,0,43.7796,-4.56236,41.4,0,0,43.7716,-4.53587,41.4,0,0,0,0,0,0,0
43.7333,-4.65318,41.3,0,0,43.6882,-4.5758,41.3,0,0,43.678,-4.56671,41.3,0,0,0,0,0,0,0
43.639,-4.68115,41.2,0,0,43.5955,-4.59503,41.2,0,0,43.588,-4.56956,41.2,0,0,0,0,0,0,0
43.5469,-4.68591,41.1,0,0,43.5021,-4.60982,41.1,0,0,43.4936,-4.59853,41.1,0,0,0,0,0,0,0
43.4534,-4.70401,41,0,0,43.4076,-4.62462,41,0,0,43.3984,-4.61107,41,0,0,0,0,0,0,0
43.3578,-4.72147,40.9,0,0,43.3137,-4.63303,40.9,0,0,43.3054,-4.61416,40.9,0,0,0,0,0,0,0
43.2647,-4.72288,40.8,0,0,43.2212,-4.64095,40.8,0,0,43.2119,-4.62805,40.8,0,0,0,0,0,0,0
43.17,-4.73926,40.7,0,0,43.1276,-4.65754,40.7,0,0,43.1205,-4.63486,40.7,0,0,0,0,0,0,0
43.0776,-4.74361,40.6,0,0,43.0338,-4.66947,40.6,0,0,43.0238,-4.66391,40.6,0,0,0,0,0,0,0
42.9804,-4.76946,40.5,0,0,42.9375,-4.68724,40.5,0,0,42.9309,-4.66042,40.5,0,0,0,0,0,0,0
42.8874,-4.76412,40.4,0,0,42.8426,-4.69025,40.4,0,0,42.8337,-4.68436,40.4,0,0,0,0,0,0,0
42.7901,-4.78761,40.3,0,0,42.7479,-4.69914,40.3,0,0,42.7398,-4.68077,40.3,0,0,0,0,0,0,0
42.6968,-4.78234,40.2,0,0,42.6538,-4.70742,40.2,0,0,42.6487,-4.68502,40.2,0,0,0,0,0,0,0
42.6036,-4.7943,40.1,0,0,42.5598,-4.71799,40.1,0,0,42.5512,-4.71722,40.1,0,0,0,0,0,0,0
42.505,-4.82056,40,0,0,42.4634,-4.73484,40,0,0,42.4567,-4.71464,40,0,0,0,0,0,0,0
42.4116,-4.80973,39.9,0,0,42.3665,-4.74294,39.9,0,0,42.3595,-4.73116,39.9,0,0,0,0,0,0,0
42.3141,-4.83239,39.8,0,0,42.2737,-4.73807,39.8,0,0,42.2655,-4.72813,39.8,0,0,0,0,0,0,0
42.2221,-4.82297,39.7,0,0,42.1778,-4.75901,39.7,0,0,42.1689,-4.74592,39.7,0,0,0,0,0,0,0
42.1231,-4.85492,39.6,0,0,42.0839,-4.76133,39.6,0,0,42.0731,-4.7497,39.6,0,0,0,0,0,0,0
42.0274,-4.84893,39.5,0,0,41.9829,-4.79038,39.5,0,0,41.9734,-4.76768,39.5,0,0,0,0,0,0,0
41.9258,-4.8713,39.4,0,0,41.886,-4.77821,39.4,0,0,41.8803,-4.7514,39.4,0,0,0,0,0,0,0
41.8327,-4.84743,39.3,0,0,41.7901,-4.78156,39.3,0,0,41.7775,-4.78818,39.3,0,0,0,0,0,0,0
41.7296,-4.88462,39.2,0,0,41.6913,-4.79628,39.2,0,0,41.6847,-4.75811,39.2,0,0,0,0,0,0,0
41.6383,-4.84975,39.1,0,0,41.5964,-4.78882,39.1,0,0,41.5901,-4.77603,39.1,0,0,0,0,0,0,0
41.541,-4.88053,39,0,0,41.5022,-4.79638,39,0,0,41.4929,-4.79215,39,0,0,0,0,0,0,0
41.4456,-4.88065,38.9,0,0,41.4038,-4.8171,38.9,0,0,41.3978,-4.79225,38.9,0,0,0,0,0,0,0
41.3469,-4.89746,38.8,0,0,41.3088,-4.81199,38.8,0,0,41.2983,-4.81207,38.8,0,0,0,0,0,0,0
41.2492,-4.89744,38.7,0,0,41.2079,-4.83554,38.7,0,0,41.2034,-4.80147,38.7,0,0,0,0,0,0,0
41.1526,-4.89849,38.6,0,0,41.1132,-4.81843,38.6,0,0,41.1041,-4.8216,38.6,0,0,0,0,0,0,0
41.0552,-4.90708,38.5,0,0,41.0171,-4.8317,38.5,0,0,41.0117,-4.80593,38.5,0,0,0,0,0,0,0
40.9584,-4.91,38.4,0,0,40.9223,-4.83564,38.4,0,0,40.9153,-4.82956,38.4,0,0,0,0,0,0,0
40.8627,-4.91346,38.3,0,0,40.8214,-4.86025,38.3,0,0,40.8155,-4.84492,38.3,0,0,0,0,0,0,0
40.7621,-4.93312,38.2,0,0,40.7219,-4.85524,38.2,0,0,40.7171,-4.84142,38.2,0,0,0,0,0,0,0
40.6647,-4.92421,38.1,0,0,40.6231,-4.85412,38.1,0,0,40.6184,-4.84536,38.1,0,0,0,0,0,0,0
40.5647,-4.93568,38,0,0,40.528,-4.84748,38,0,0,40.5251,-4.83423,38,0,0,0,0,0,0,0
40.4717,-4.9181,37.9,0,0,40.4306,-4.86201,37.9,0,0,40.4272,-4.85816,37.9,0,0,0,0,0,0,0
40.3731,-4.94476,37.8,0,0,40.3348,-4.86266,37.8,0,0,40.3311,-4.85727,37.8,0,0,0,0,0,0,0
40.2753,-4.94523,37.7,0,0,40.2355,-4.87901,37.7,0,0,40.232,-4.8717,37.7,0,0,0,0,0,0,0
40.1769,-4.95091,37.6,0,0,40.137,-4.8784,37.6,0,0,40.1314,-4.87733,37.6,0,0,0,0,0,0,0
40.0768,-4.95816,37.5,0,0,40.0397,-4.87836,37.5,0,0,40.036,-4.8631,37.5,0,0,0,0,0,0,0
39.9828,-4.94272,37.4,0,0,39.9417,-4.88469,37.4,0,0,39.9368,-4.88115,37.4,0,0,0,0,0,0,0
